Name,WALS code,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Benabena,beb,bef,Siane-Yagaria,Trans-New Guinea,Papunesia,-6.17,145.50,Papua New Guinea
Bena-Lulua,blu,lua,Bantu,Niger-Congo,Africa,-6.00,21.00,Democratic Republic of Congo
Beng,bnq,nhb,Eastern Mande,Mande,Africa,7.83,-4.25,Côte d'Ivoire
Benga,bga,bng,Bantu,Niger-Congo,Africa,1.17,9.42,Equatorial GuineaGabon
Bengali,ben,ben,Indic,Indo-European,Eurasia,24.00,90.00,BangladeshIndia
Bengali (Chittagong),bec,ctg,Indic,Indo-European,Eurasia,22.33,91.83,Bangladesh
Beothuk,beo,bue,Beothuk,Beothuk,North America,48.00,-57.00,Canada
Bera,brq,brf,Bantu,Niger-Congo,Africa,1.50,30.03,
Berber (Ayt Seghrouchen Middle Atlas),bse,rif,Berber,Afro-Asiatic,Africa,33.33,-4.67,Morocco
Berber (Chaouia),bch,shy,Berber,Afro-Asiatic,Africa,35.00,7.00,Algeria
Berber (Figuig),bfg,grr,Berber,Afro-Asiatic,Africa,32.50,-1.50,Morocco
Berber (Middle Atlas),bma,tzm,Berber,Afro-Asiatic,Africa,33.00,-5.00,Morocco
Berber (Mzab),bmz,mzb,Berber,Afro-Asiatic,Africa,32.50,3.50,Algeria
Berber (Rif),brf,rif,Berber,Afro-Asiatic,Africa,34.50,-4.00,MoroccoAlgeria
Berber (Siwa),bsi,siz,Berber,Afro-Asiatic,Africa,29.17,25.50,Egypt
Berber (Wargla),bou,oua,Berber,Afro-Asiatic,Africa,31.92,5.33,Algeria
Berbice Dutch Creole,bdc,brc,Creoles and Pidgins,other,South America,5.33,-58.00,Guyana
Beria,zag,zag,Eastern Saharan,Saharan,Africa,16.00,23.00,ChadSudan
Berik,brk,bkl,Tor-Orya,Tor-Kwerba,Papunesia,-2.25,138.83,Indonesia
Berta,ber,wti,Berta,Berta,Africa,10.33,34.67,EthiopiaSudan
Bété,bet,bev,Kru,Niger-Congo,Africa,6.25,-6.25,Côte d'Ivoire
Betoi,bti,,Betoi,Betoi,South America,7.17,-71.25,ColombiaVenezuela
Betta Kurumba,bkb,xub,Dravidian,Dravidian,Eurasia,11.50,76.75,India
Bezhta,bez,kap,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.08,46.17,Russia
Bhili,bhi,bhb,Indic,Indo-European,Eurasia,22.00,73.00,India
Bhojpuri,bho,bho,Indic,Indo-European,Eurasia,26.00,84.00,India
Bhumij,bhu,unr,Munda,Austro-Asiatic,Eurasia,21.33,86.50,India
Biafada,bfd,bif,Jaad,Niger-Congo,Africa,11.42,-15.17,Guinea-Bissau
Biak,bik,bhw,South Halmahera - West New Guinea,Austronesian,Papunesia,-1.00,136.00,Indonesia
Biatah,bit,bth,Land Dayak,Austronesian,Papunesia,1.25,110.00,MalaysiaIndonesia
Bidiya,bid,bid,East Chadic,Afro-Asiatic,Africa,11.92,18.75,Chad
Bikol,bkl,bcl,Greater Central Philippine,Austronesian,Papunesia,13.33,123.50,Philippines
Bila,bia,bip,Bantu,Niger-Congo,Africa,1.00,28.75,Democratic Republic of Congo
Bilaan (Koronadal),biq,bpr,Bilic,Austronesian,Papunesia,6.00,125.33,Philippines
Bilin,bln,byn,Central Cushitic,Afro-Asiatic,Africa,15.75,38.50,Eritrea
Bilinarra,bnr,nbj,Western Pama-Nyungan,Pama-Nyungan,Australia,-16.00,131.67,Australia
Biloxi,blx,bll,Ohio Valley Siouan,Siouan,North America,30.50,-88.67,United States
Bilua,bil,blb,Bilua,Solomons East Papuan,Papunesia,-7.75,156.67,Solomon Islands
Bima,bim,bhp,Central Malayo-Polynesian,Austronesian,Papunesia,-8.50,118.50,Indonesia
Bimoba,bmb,bim,Oti-Volta,Niger-Congo,Africa,10.50,0.00,Ghana
Binandere,bin,bhg,Binanderean,Trans-New Guinea,Papunesia,-8.25,148.00,Papua New Guinea
Binga,big,yul,Bongo-Bagirmi,Central Sudanic,Africa,8.00,25.00,Central African RepublicSouth Sudan
Bini,bni,bin,Edoid,Niger-Congo,Africa,6.42,5.83,Nigeria
Bininj Gun-Wok,bbw,gup,Marne,Gunwinyguan,Australia,-12.50,133.75,Australia
Binukid,bkd,bkd,Greater Central Philippine,Austronesian,Papunesia,8.25,124.83,Philippines
Binumarien,bnm,bjr,Tairora,Trans-New Guinea,Papunesia,-6.28,146.08,Papua New Guinea
Biri,bii,bzr,Northern Pama-Nyungan,Pama-Nyungan,Australia,-20.50,146.50,Australia
Birom,bir,bom,Benue-Congo Plateau,Niger-Congo,Africa,9.67,8.83,Nigeria
Birri,brz,bvq,Birri,Central Sudanic,Africa,5.50,25.17,Central African Republic
Bisa,bis,bib,Eastern Mande,Mande,Africa,11.50,-0.50,Burkina FasoGhana
Bislama,bsm,bis,Creoles and Pidgins,other,Papunesia,-16.00,168.00,Vanuatu
Bisu,biu,"bzi, lwm",Burmese-Lolo,Sino-Tibetan,Eurasia,19.75,100.00,Thailand
Blackfoot,bla,bla,Algonquian,Algic,North America,50.00,-112.67,CanadaUnited States
Boazi (Kuni),boa,kvg,Boazi,Trans-New Guinea,Papunesia,-7.00,141.33,Papua New Guinea
Bobangi,bob,bni,Bantu,Niger-Congo,Africa,-1.33,17.33,Democratic Republic of Congo
Bobo Madaré (Northern),bbf,bbo,Western Mande,Mande,Africa,12.42,-4.33,Burkina Faso
Bodo,bod,brx,Brahmaputran,Sino-Tibetan,Eurasia,26.83,92.00,India
Boiken,boi,bzf,Ndu,Sepik,Papunesia,-3.50,143.50,Papua New Guinea
Bokar,boq,,Tani,Sino-Tibetan,Eurasia,28.50,94.67,India
Boko,bok,bqc,Eastern Mande,Mande,Africa,10.50,3.50,NigeriaBenin
Bole,blq,bol,West Chadic,Afro-Asiatic,Africa,11.33,11.25,Nigeria
Bolia,bol,bli,Bantu,Niger-Congo,Africa,-1.25,18.33,Democratic Republic of Congo
Bongo,bgo,bot,Bongo-Bagirmi,Central Sudanic,Africa,7.50,28.50,South Sudan
Bongu,bon,bpu,Rai Coast,Trans-New Guinea,Papunesia,-5.50,145.92,Papua New Guinea
Bontok,btk,lbk,Northern Luzon,Austronesian,Papunesia,17.08,120.92,Philippines
Bora,bor,boa,Boran,Boran,South America,-2.17,-72.33,ColombiaPeru
Bori,boj,adi,Tani,Sino-Tibetan,Eurasia,28.33,94.75,India
Bororo,brr,bor,Bororoan,Bororoan,South America,-16.00,-57.00,Brazil
Boruca,brc,brn,Western Isthmic Chibchan,Chibchan,North America,8.83,-83.25,Costa Rica
Bosnian,bos,bos,Slavic,Indo-European,Eurasia,43.00,18.00,Bosnia-Herzegovina
Bozo (Tigemaxo),boz,boz,Western Mande,Mande,Africa,15.00,-4.00,Mali
Brahui,brh,brh,Dravidian,Dravidian,Eurasia,28.50,67.00,Pakistan
Brao,bra,brb,Bahnaric,Austro-Asiatic,Eurasia,14.17,107.50,Vietnam
Breton,bre,bre,Celtic,Indo-European,Eurasia,48.00,-3.00,France
Bribri,bri,bzd,Western Isthmic Chibchan,Chibchan,North America,9.42,-83.00,Costa Rica
British Sign Language,bsl,bfi,Sign Languages,other,Eurasia,52.00,-1.00,United Kingdom
Broken,bro,tcs,Creoles and Pidgins,other,Australia,-10.17,143.00,Australia
Brokskat,bkt,bkk,Indic,Indo-European,Eurasia,35.33,76.50,PakistanIndia
Bru (Eastern),bru,bru,Katuic,Austro-Asiatic,Eurasia,17.33,106.00,Laos
Bru (Western),brw,brv,Katuic,Austro-Asiatic,Eurasia,16.75,104.75,Laos
Bubi,bub,bvb,Bantu,Niger-Congo,Africa,3.50,8.67,Equatorial Guinea
Budu,bdu,buu,Bantu,Niger-Congo,Africa,2.00,28.00,Democratic Republic of Congo
Budukh,bdk,bdk,Lezgic,Nakh-Daghestanian,Eurasia,41.17,48.42,Azerbaijan
Buduma,bud,bdm,Biu-Mandara,Afro-Asiatic,Africa,13.50,14.50,NigeriaChadCameroon
Bugis,bug,bug,South Sulawesi,Austronesian,Papunesia,-4.00,120.00,Indonesia
Buglere,bgl,sab,Guaymiic,Chibchan,North America,8.50,-81.25,Panama
Bugun,bgn,bgg,Kho-Bwa,Sino-Tibetan,Eurasia,27.50,92.58,India
Buin,bun,buo,South Bougainville,South Bougainville,Papunesia,-6.75,155.75,Papua New Guinea
Bujeba,buj,nmg,Bantu,Niger-Congo,Africa,3.00,10.17,Equatorial GuineaCameroon
Bukusu,buk,bxk,Bantu,Niger-Congo,Africa,0.75,34.67,Kenya
Bularnu,bnu,,Western Pama-Nyungan,Pama-Nyungan,Australia,-21.00,138.00,Australia
Bulgarian,bul,bul,Slavic,Indo-European,Eurasia,42.50,25.00,Bulgaria
Buli (in Ghana),buy,bwu,Oti-Volta,Niger-Congo,Africa,10.50,-1.25,Ghana
Buli (in Indonesia),bui,bzq,South Halmahera - West New Guinea,Austronesian,Papunesia,1.00,128.50,Indonesia
Bulu,buw,bum,Bantu,Niger-Congo,Africa,3.00,11.00,Cameroon
Buma,bum,tkw,Oceanic,Austronesian,Papunesia,-11.63,166.83,Solomon Islands
Bunan,ghr,bfu,Bodic,Sino-Tibetan,Eurasia,32.50,77.00,India
Bunuba,bnb,bck,Bunuban,Bunuban,Australia,-17.75,125.75,Australia
Bunu (Younuo),pnu,buh,Hmongic,Hmong-Mien,Eurasia,24.00,107.00,China
Bura-Pabir,bpa,bwr,Biu-Mandara,Afro-Asiatic,Africa,10.50,12.25,Nigeria
Burarra,bua,bvr,Burarran,Mangrida,Australia,-12.25,134.58,Australia
Buriat,but,bxm,Mongolic,Altaic,Eurasia,52.00,108.00,ChinaRussiaMongolia
Burji,brj,bji,Highland East Cushitic,Afro-Asiatic,Africa,5.50,37.83,Ethiopia
Burmese,brm,mya,Burmese-Lolo,Sino-Tibetan,Eurasia,21.00,96.00,Myanmar
Buru,buu,mhs,Central Malayo-Polynesian,Austronesian,Papunesia,-3.50,126.50,Indonesia
Burum,bmr,bmu,Huon,Trans-New Guinea,Papunesia,-6.50,147.33,Papua New Guinea
Burunge,brn,bds,Southern Cushitic,Afro-Asiatic,Africa,-5.33,36.00,Tanzania
Burushaski,bur,bsk,Burushaski,Burushaski,Eurasia,36.50,74.50,Pakistan
Busa,bus,bqp,Eastern Mande,Mande,Africa,9.67,4.00,Nigeria
Bushoong,bsh,buf,Bantu,Niger-Congo,Africa,-4.50,21.50,Democratic Republic of Congo
Bwele,dok,ngc,Bantu,Niger-Congo,Africa,3.22,19.28,Democratic Republic of Congo
Byansi,bya,bee,Bodic,Sino-Tibetan,Eurasia,30.17,80.50,India
Cabécar,cab,cjp,Western Isthmic Chibchan,Chibchan,North America,9.75,-83.42,Costa Rica
Cacua,cac,cbv,Cacua-Nukak,Cacua-Nukak,South America,1.08,-70.00,Colombia
Caddo,cad,cad,Caddo,Caddoan,North America,33.33,-93.50,United States
Cahuilla,cah,chl,Northern Uto-Aztecan,Uto-Aztecan,North America,33.50,-116.25,United States
Cakchiquel,cak,cak,Mayan,Mayan,North America,14.50,-91.00,Guatemala
Camling,cml,rab,Himalayish,Sino-Tibetan,Eurasia,27.00,86.67,Nepal
Campa (Axininca),cax,"cni, cpc",Pre-Andine Arawakan,Arawakan,South America,-12.00,-74.00,Peru
Campa Pajonal Asheninca,cpa,cjo,Pre-Andine Arawakan,Arawakan,South America,-10.67,-74.25,Peru
Camsá,cam,kbh,Camsá,Camsá,South America,1.17,-77.00,Colombia
Canamarí,cnm,knm,Katukinan,Katukinan,South America,-6.50,-68.50,Brazil
Candoshi,can,cbu,Candoshi,Candoshi,South America,-4.17,-77.00,Peru
Canela,cnl,ram,Je Setentrional,Macro-Ge,South America,-7.00,-45.00,Brazil
Cantonese,cnt,yue,Chinese,Sino-Tibetan,Eurasia,23.00,113.00,China
Capanahua,cap,kaq,Panoan,Pano-Tacanan,South America,-7.00,-74.00,Peru
Carapana,crp,cbc,Tucanoan,Tucanoan,South America,0.83,-70.75,ColombiaBrazil
Carib,car,car,Cariban,Cariban,South America,5.50,-56.00,Suriname
Carib (De'kwana),cde,mch,Cariban,Cariban,South America,5.50,-65.00,Venezuela
Carijona,crj,cbd,Cariban,Cariban,South America,1.00,-73.00,Colombia
Carolinian,crl,cal,Oceanic,Austronesian,Papunesia,15.20,145.75,Northern Mariana Islands
Carrier,crq,crx,Athapaskan,Na-Dene,North America,53.75,-123.50,Canada
Cashibo,cas,cbr,Panoan,Pano-Tacanan,South America,-8.50,-75.50,Peru
Cashinahua,csh,cbs,Panoan,Pano-Tacanan,South America,-10.50,-71.83,BrazilPeru
Catalan,ctl,cat,Romance,Indo-European,Eurasia,41.75,2.00,Spain
Catawba,ctw,chc,Catawban,Siouan,North America,35.50,-80.50,United States
Catio,cat,cto,Choco,Choco,South America,7.17,-76.33,Colombia
Cavineña,cav,cav,Tacanan,Pano-Tacanan,South America,-13.33,-66.50,Bolivia
Cayapa,cay,cbi,Barbacoan,Barbacoan,South America,0.67,-79.00,Ecuador
Cayuga,cyg,cay,Northern Iroquoian,Iroquoian,North America,42.75,-76.75,United States
Cayuvava,cyv,cyb,Cayuvava,Cayuvava,South America,-13.50,-65.50,Bolivia
Cebuano,ceb,ceb,Greater Central Philippine,Austronesian,Papunesia,10.00,124.00,Philippines
Cèmuhî,cem,cam,Oceanic,Austronesian,Papunesia,-20.83,165.17,New Caledonia
Chácobo,cbo,cao,Panoan,Pano-Tacanan,South America,-12.17,-66.75,Bolivia
Chaga,cga,old,Bantu,Niger-Congo,Africa,-3.00,37.00,Tanzania
Chaha,chh,sgw,Semitic,Afro-Asiatic,Africa,8.11,37.93,Ethiopia
Chai,cai,suq,South Surmic,Eastern Sudanic,Africa,5.33,35.33,EthiopiaSouth Sudan
Chaldean (Modern),cld,cld,Semitic,Afro-Asiatic,Eurasia,36.00,43.00,Iraq
Chamalal,chm,cji,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.55,46.05,Russia
Chambri,chb,can,Lower Sepik,Ramu-Lower Sepik,Papunesia,-4.17,143.08,Papua New Guinea
Cham (Eastern),cme,cjm,Malayo-Sumbawan,Austronesian,Eurasia,11.33,108.50,Vietnam
Chamorro,cha,cha,Chamorro,Austronesian,Papunesia,13.45,144.75,Guam
Cham (Western),chw,cja,Malayo-Sumbawan,Austronesian,Eurasia,12.00,105.50,Cambodia
Chang,chg,nbc,Brahmaputran,Sino-Tibetan,Eurasia,26.33,94.75,IndiaMyanmar
Chantyal,chn,chx,Bodic,Sino-Tibetan,Eurasia,28.58,83.42,Nepal
Chasta Costa,cco,tuu,Athapaskan,Na-Dene,North America,42.67,-124.00,United States
Chatino (Nopala),cht,cya,Zapotecan,Oto-Manguean,North America,16.08,-97.17,Mexico
Chatino (Sierra Occidental),cso,ctp,Zapotecan,Oto-Manguean,North America,16.25,-97.33,Mexico
Chatino (Tataltepec),ctt,cta,Zapotecan,Oto-Manguean,North America,16.17,-97.58,Mexico
Chatino (Yaitepec),cya,ctp,Zapotecan,Oto-Manguean,North America,16.25,-97.25,Mexico
Chaudangsi,chd,cdn,Bodic,Sino-Tibetan,Eurasia,30.00,80.25,India
Chavacano,cvc,cbk,Creoles and Pidgins,other,Papunesia,7.00,122.08,Philippines
Chayahuita,chy,cbt,Cahuapanan,Cahuapanan,South America,-5.50,-77.00,Peru
Chechen,chc,che,Nakh,Nakh-Daghestanian,Eurasia,43.25,45.83,Russia
Chehalis (Upper),chl,cjh,Tsamosan,Salishan,North America,46.58,-123.00,United States
Cheke Holo,ckh,mrn,Oceanic,Austronesian,Papunesia,-8.33,159.67,Solomon Islands
Chemakum,cmk,xch,Chimakuan,Chimakuan,North America,48.08,-122.92,United States
Chemehuevi,cmh,ute,Northern Uto-Aztecan,Uto-Aztecan,North America,34.33,-115.17,United States
Chepang,cpn,cdm,Himalayish,Sino-Tibetan,Eurasia,27.67,84.75,Nepal
Cherokee,che,chr,Southern Iroquoian,Iroquoian,North America,35.50,-83.50,United States
Cheyenne,cyn,chy,Algonquian,Algic,North America,47.00,-95.00,United States
Chichewa,cic,nya,Bantu,Niger-Congo,Africa,-14.00,34.00,MozambiqueMalawiZambiaZimbabwe
Chichimeca-Jonaz,cjo,pei,Chichimec,Oto-Manguean,North America,21.67,-100.50,Mexico
Chickasaw,cck,cic,Muskogean,Muskogean,North America,34.00,-88.00,United States
Chicomuceltec,cec,cob,Mayan,Mayan,North America,15.50,-92.25,Mexico
Chimariko,chi,cid,Chimariko,Hokan,North America,41.00,-123.00,United States
Chimila,cma,cbg,Chimila,Chibchan,South America,10.00,-74.00,Colombia
Chinantec (Comaltepec),ccm,cco,Chinantecan,Oto-Manguean,North America,17.58,-96.42,Mexico
Chinantec (Lealao),cle,cle,Chinantecan,Oto-Manguean,North America,17.33,-95.92,Mexico
Chinantec (Palantla),cpl,cpa,Chinantecan,Oto-Manguean,North America,18.83,-96.75,Mexico
Chinantec (Quiotepec),chq,chq,Chinantecan,Oto-Manguean,North America,17.58,-96.67,Mexico
Chinantec (San Felipe Usila),csf,cuc,Chinantecan,Oto-Manguean,North America,17.92,-96.50,Mexico
Chinantec (Sochiapan),csc,cso,Chinantecan,Oto-Manguean,North America,17.75,-96.67,Mexico
Chinantec (Tepetotutla),cte,cnt,Chinantecan,Oto-Manguean,North America,17.83,-96.50,Mexico
Chinese Sign Language,csl,csl,Sign Languages,other,Eurasia,35.00,115.00,China
Chin (Mara),cmr,mrh,Kuki-Chin,Sino-Tibetan,Eurasia,23.00,93.17,IndiaMyanmar
Chinook (Lower),ckl,chh,Chinookan,Penutian,North America,46.25,-123.50,United States
Chinook (Upper),cku,wac,Chinookan,Penutian,North America,45.62,-121.16,United States
Chin (Siyin),chs,csy,Kuki-Chin,Sino-Tibetan,Eurasia,23.83,94.00,Myanmar
Chin (Tiddim),cti,ctd,Kuki-Chin,Sino-Tibetan,Eurasia,23.33,93.67,Myanmar
Chipaya,cpy,cap,Uru-Chipaya,Uru-Chipaya,South America,-18.75,-67.83,Bolivia
Chipewyan,chp,chp,Athapaskan,Na-Dene,North America,59.00,-106.00,Canada
Chippewa (Red Lake and Pillager),cpw,ciw,Algonquian,Algic,North America,48.00,-95.00,United States
Chiquitano,cqt,cax,Chiquitano,Chiquitano,South America,-17.50,-60.00,Bolivia
Chiriguano,crg,gui,Maweti-Guarani,Tupian,South America,-23.67,-64.33,ParaguayBoliviaArgentina
Chitimacha,ctm,ctm,Chitimacha,Chitimacha,North America,29.67,-91.00,United States
Chocho,cch,coz,Popolocan,Oto-Manguean,North America,17.67,-97.42,Mexico
Choctaw,cct,cho,Muskogean,Muskogean,North America,32.25,-88.50,United States
Chol,col,ctu,Mayan,Mayan,North America,17.75,-92.50,Mexico
Cholón,cln,cht,Hobitu-Cholon,Hobitu-Cholon,South America,-8.00,-77.50,Peru
Chontal (Highland),cho,chd,Tequistlatecan,Hokan,North America,16.25,-95.75,Mexico
Chontal (Huamelultec Oaxaca),chx,clo,Tequistlatecan,Hokan,North America,16.00,-95.75,Mexico
Chontal Maya,cmy,chf,Mayan,Mayan,North America,18.17,-92.58,Mexico
Chorote,crt,"crq, crt",Matacoan,Matacoan,South America,-22.50,-62.50,ParaguayBoliviaArgentina
Chortí,coi,caa,Mayan,Mayan,North America,14.83,-89.25,GuatemalaHonduras
Chrau,chr,crw,Bahnaric,Austro-Asiatic,Eurasia,10.75,107.50,Vietnam
Chru,crh,cje,Malayo-Sumbawan,Austronesian,Eurasia,11.50,108.50,Vietnam
Chuave,cve,cjv,Chimbu-Wahgi,Trans-New Guinea,Papunesia,-6.12,145.12,Papua New Guinea
Chuj,chj,cac,Mayan,Mayan,North America,15.92,-91.58,Guatemala
Chukchi,chk,ckt,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,67.00,-173.00,Russia
Chulym,cly,clw,Turkic,Altaic,Eurasia,54.33,89.67,Russia
Chumash (Barbareño),cba,boi,Chumash,Chumash,North America,34.50,-120.25,United States
Chumash (Ineseño),cin,inz,Chumash,Chumash,North America,34.67,-120.25,United States
Chumburung,cum,ncu,Tano,Niger-Congo,Africa,7.75,0.25,Ghana
Chuukese,cuu,chk,Oceanic,Austronesian,Papunesia,7.33,151.75,Micronesia
Chuvash,chv,chv,Turkic,Altaic,Eurasia,55.50,47.50,Russia
CiLuba,cil,lua,Bantu,Niger-Congo,Africa,-6.00,22.00,Democratic Republic of Congo
Clallam,cla,clm,Central Salish,Salishan,North America,48.08,-123.75,United States
Coahuilteco,coa,xcw,Coahuiltecan,Coahuiltecan,North America,28.00,-100.00,Mexico
Cocama,coc,cod,Maweti-Guarani,Tupian,South America,-5.00,-74.50,Peru
Cocopa,ccp,coc,Yuman,Hokan,North America,32.33,-115.00,MexicoUnited States
Coeur d'Alene,coe,crd,Interior Salish,Salishan,North America,47.25,-116.50,United States
Cofán,cof,con,Cofán,Cofán,South America,0.17,-77.17,EcuadorColombia
Cogui,cog,kog,Arhuacic,Chibchan,South America,11.00,-73.83,Colombia
Colac,clc,,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-38.33,143.50,Australia
Columbia-Wenatchi,cwe,col,Interior Salish,Salishan,North America,47.50,-120.00,United States
Comanche,cmn,com,Northern Uto-Aztecan,Uto-Aztecan,North America,33.50,-101.50,United States
Comecrudo,cmc,xcm,Comecrudan,Hokan,North America,25.83,-99.00,Mexico
Comorian,com,swb,Bantu,Niger-Congo,Africa,-12.00,44.00,Comoros IslandsMayotte
Comox,cmx,coo,Central Salish,Salishan,North America,50.17,-125.00,Canada
Coos (Hanis),coo,csz,Coosan,Oregon Coast,North America,43.50,-124.17,United States
Coptic,cop,cop,Egyptian-Coptic,Afro-Asiatic,Africa,26.00,32.00,Egypt
Cora,cor,crn,Corachol,Uto-Aztecan,North America,22.17,-104.83,Mexico
Cornish,crn,cor,Celtic,Indo-European,Eurasia,50.33,-5.00,United Kingdom
Creek,crk,mus,Muskogean,Muskogean,North America,34.00,-85.00,United States
Cree (Plains),cre,crk,Algonquian,Algic,North America,54.00,-110.00,Canada
Cree (Swampy),cea,csw,Algonquian,Algic,North America,56.00,-90.00,Canada
Crimean Tatar,cri,crh,Turkic,Altaic,Eurasia,45.00,34.08,Uzbekistan
Crow,cro,cro,Missouri River Siouan,Siouan,North America,47.00,-108.00,United States
Cua,cua,cua,Bahnaric,Austro-Asiatic,Eurasia,15.25,108.50,Vietnam
Cubeo,cub,cub,Tucanoan,Tucanoan,South America,1.33,-70.50,Colombia
Cuiba,cui,cui,Guahiban,Guahiban,South America,6.50,-70.00,Colombia
Cuica,cuc,,Timote-Cuica,Timote-Cuica,South America,9.00,-70.50,Venezuela
Cuicatec,ctc,"cut, cux",Cuicatec,Oto-Manguean,North America,17.83,-96.83,Mexico
Cuitlatec,cut,cuy,Cuitlatec,Cuitlatec,North America,17.50,-101.00,Mexico
Culina,cul,cul,Arauan,Arauan,South America,-6.00,-70.50,BrazilPeru
Cupeño,cup,cup,Northern Uto-Aztecan,Uto-Aztecan,North America,33.17,-116.50,United States
Curripaco,cur,kpc,Japura-Colombia,Arawakan,South America,2.50,-68.50,Colombia
Czech,cze,ces,Slavic,Indo-European,Eurasia,50.00,15.00,Czech Republic
Da'a,daa,kzf,Celebic,Austronesian,Papunesia,-1.00,119.58,Indonesia
Daba,dab,dbq,Biu-Mandara,Afro-Asiatic,Africa,10.17,13.75,Cameroon
Dabida,dbd,dav,Bantu,Niger-Congo,Africa,-4.00,38.67,Kenya
Dadibi,dad,mps,Teberan,Teberan-Pawaian,Papunesia,-6.55,144.58,Papua New Guinea
Dadjriwalé,ddj,god,Kru,Niger-Congo,Africa,5.25,-5.67,Côte d'Ivoire
Daga,dag,dgz,Dagan,Trans-New Guinea,Papunesia,-10.00,149.33,Papua New Guinea
Dagaare,dga,dga,Oti-Volta,Niger-Congo,Africa,10.50,-2.67,Burkina FasoGhana
Dagbani,dgb,dag,Oti-Volta,Niger-Congo,Africa,9.58,-0.50,Ghana
Dagur,dgr,dta,Mongolic,Altaic,Eurasia,48.00,124.00,China
Dahalo,dah,dal,Dahalo,Afro-Asiatic,Africa,-2.33,40.50,Kenya
Daju (Dar Fur),ddf,daj,Daju,Eastern Sudanic,Africa,12.25,25.25,Sudan
Dakota,dak,dak,Mississippi Valley Siouan,Siouan,North America,45.00,-93.50,United States
Damana,dam,mbp,Arhuacic,Chibchan,South America,11.00,-73.50,Colombia
Dan,dan,dnj,Eastern Mande,Mande,Africa,7.50,-8.00,Côte d'IvoireGuineaLiberia
Dangaléat (Western),dnw,daa,East Chadic,Afro-Asiatic,Africa,12.17,18.33,Chad
Dani (Lower Grand Valley),dni,dni,Dani,Trans-New Guinea,Papunesia,-4.33,138.83,Indonesia
Danish,dsh,dan,Germanic,Indo-European,Eurasia,56.00,10.00,Denmark
Darai,dar,dry,Indic,Indo-European,Eurasia,24.00,84.00,Nepal
Dargwa,drg,dar,Dargwic,Nakh-Daghestanian,Eurasia,42.25,47.42,Russia
Dari,dri,prs,Iranian,Indo-European,Eurasia,35.00,66.00,Afghanistan
Darma,drm,drd,Bodic,Sino-Tibetan,Eurasia,30.00,79.75,India
Datooga,dat,tcc,Southern Nilotic,Eastern Sudanic,Africa,-4.33,35.33,Tanzania
Dâw,daw,kwa,Nadahup,Nadahup,South America,-0.25,-67.08,Brazil
Day,day,dai,Day,Niger-Congo,Africa,8.75,17.83,Chad
Defaka,def,afn,Ijoid,Ijoid,Africa,4.58,7.50,Nigeria
Degema,deg,deg,Edoid,Niger-Congo,Africa,4.75,6.75,Nigeria
Degexit'an,dgx,ing,Athapaskan,Na-Dene,North America,62.00,-160.00,United States
Dení,den,dny,Arauan,Arauan,South America,-6.00,-67.00,Brazil
Desano,des,des,Tucanoan,Tucanoan,South America,0.83,-69.83,ColombiaBrazil
Deti,det,shg,Khoe-Kwadi,Khoe-Kwadi,Africa,-20.50,24.50,Botswana
Deuri,deu,der,Brahmaputran,Sino-Tibetan,Eurasia,26.00,90.25,India
Deutsche Gebärdensprache,dge,gsg,Sign Languages,other,Eurasia,52.00,11.00,Germany
Dhaasanac,dha,dsh,Lowland East Cushitic,Afro-Asiatic,Africa,4.67,36.33,Ethiopia
Dhalandji,dhl,dhl,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.08,115.00,Australia
Dharawal,dhw,tbh,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-34.50,150.50,Australia
Dhargari,dhr,dhr,Western Pama-Nyungan,Pama-Nyungan,Australia,-23.75,114.92,Australia
Dharumbal,dhb,xgm,Northern Pama-Nyungan,Pama-Nyungan,Australia,-22.75,150.50,Australia
Dhimal,dhm,dhi,Dhimalic,Sino-Tibetan,Eurasia,26.67,87.75,Nepal
Dhivehi,dhi,div,Indic,Indo-European,Eurasia,4.17,73.50,Maldives
Dhurga,dhu,dhu,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-35.67,150.00,Australia
Dhuwal (Dätiwuy),dda,duj,Western Pama-Nyungan,Pama-Nyungan,Australia,-12.17,136.25,Australia
Didinga,did,did,South Surmic,Eastern Sudanic,Africa,4.50,33.50,South Sudan
Diegueño (Mesa Grande),die,dih,Yuman,Hokan,North America,32.67,-116.17,MexicoUnited States
Digaro,dig,mhu,Digaroan,Sino-Tibetan,Eurasia,28.42,96.00,India
Dii,ygd,dur,Samba-Duru,Niger-Congo,Africa,8.00,14.00,Cameroon
Dimasa,dms,dis,Brahmaputran,Sino-Tibetan,Eurasia,25.50,93.00,India
Dime,dim,dim,South Omotic,Afro-Asiatic,Africa,6.17,36.25,Ethiopia
Ding,dng,diz,Bantu,Niger-Congo,Africa,-4.33,19.50,Democratic Republic of Congo
Dinka,din,din,Western Nilotic,Eastern Sudanic,Africa,8.50,28.00,South Sudan
