ISO Code,Language Name,Summary,Population Size,Institutional (%),Stable (%),Endangered (%),Extinct (%),Digital Support
agg,Angor,"Angor is an endangered indigenous language of Papua New Guinea. It belongs to the Senagi language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
agh,Ngelima,"Ngelima is a stable indigenous language of the Democratic Republic of the Congo. It belongs to the Niger-Congo language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Emerging
agi,Agariya,"Agariya is a stable indigenous language of India. It belongs to the Austro-Asiatic language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Still
agj,Argobba,"Argobba is an endangered indigenous language of Ethiopia. It belongs to the Afro-Asiatic language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is taught as a subject of instruction in some schools.",10K to 1M,0%,0%,100%,0%,Emerging
agk,"Agta, Katubung","Katubung Agta is an endangered indigenous language of the Philippines. It belongs to the Austronesian language family. Direct evidence is lacking, but the language is thought to be used as a first language by the elderly only. It is not known to be taught in schools.",None,0%,0%,100%,0%,Still
agl,Fembe,"Fembe is an endangered indigenous language of Papua New Guinea. It belongs to the Trans-New Guinea language family. Direct evidence is lacking, but the language is thought to be used as a first language by a decreasing number of young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
agm,Angaataha,Angaataha is a stable indigenous language of Papua New Guinea. It belongs to the Trans-New Guinea language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Emerging
agn,Agutaynen,Agutaynen is a stable indigenous language of the Philippines. It belongs to the Austronesian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Ascending
ago,Tainae,Tainae is a stable indigenous language of Papua New Guinea. It belongs to the Trans-New Guinea language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Emerging
agq,Aghem,Aghem is a stable indigenous language of Cameroon. It belongs to the Niger-Congo language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Ascending
agr,Awajún,Awajún is a stable indigenous language of Peru. It belongs to the Jivaroan language family. The language is used as a first language by all in the ethnic community. It is taught as a subject of instruction in education.,10K to 1M,100%,0%,0%,0%,Ascending
ags,Esimbi,Esimbi is a stable indigenous language of Cameroon. It belongs to the Niger-Congo language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Ascending
agt,Central Cagayan Agta,Central Cagayan Agta is a stable indigenous language of the Philippines. It belongs to the Austronesian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Emerging
agu,Awakateko,Awakateko is a stable indigenous language of Guatemala. It belongs to the Mayan language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Ascending
agv,"Dumagat, Remontado","Remontado Dumagat is an endangered indigenous language of the Philippines. It belongs to the Austronesian language family. Direct evidence is lacking, but the language is thought to be used as a first language by older adults only. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
agw,Kahua,Kahua is a stable indigenous language of the Solomon Islands. It belongs to the Austronesian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Emerging
agx,Aghul,Aghul is a stable indigenous language of the Russian Federation. It belongs to the Nakh-Daghestanian language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,10K to 1M,0%,100%,0%,0%,Emerging
agy,Southern Alta,"Southern Alta is an endangered indigenous language of the Philippines. It belongs to the Austronesian language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is used as a language of instruction in some schools.",Less than 10K,0%,0%,100%,0%,Emerging
agz,"Agta, Mt. Iriga",Mt. Iriga Agta is an endangered indigenous language of the Philippines. It belongs to the Austronesian language family. The language is used as a first language by some people in every generation of the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,0%,100%,0%,Still
aha,Ahanta,"Ahanta is a stable indigenous language of Ghana. It belongs to the Niger-Congo language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,0%,100%,0%,0%,Ascending
ahb,Axamb,"Axamb is an endangered indigenous language of Vanuatu. It belongs to the Austronesian language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
ahg,Qimant,"Qimant is an endangered indigenous language of Ethiopia. It belongs to the Afro-Asiatic language family. Direct evidence is lacking, but the language is thought to be used as a first language by the elderly only. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Emerging
ahh,Aghu,"Aghu is an endangered indigenous language of Indonesia. It belongs to the Trans-New Guinea language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
ahi,"Aizi, Tiagbamrin","Tiagbamrin Aizi is a stable indigenous language of Côte d’Ivoire. It belongs to the Niger-Congo language family. Direct evidence is lacking, but the language is thought to be used as a first language by all in the ethnic community. It is not known to be taught in schools.",Less than 10K,0%,100%,0%,0%,Still
ahk,Akha,"Akha is a stable indigenous language of China, Laos, Myanmar, and Thailand. It belongs to the Sino-Tibetan language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.",10K to 1M,100%,0%,0%,0%,Ascending
ahl,Igo,Igo is a stable indigenous language of Togo. It belongs to the Niger-Congo language family. The language is used as a first language by all in the ethnic community. It is not known to be taught in schools.,Less than 10K,0%,100%,0%,0%,Emerging
ahm,"Aizi, Mobumrin","Mobumrin Aizi is an endangered indigenous language of Côte d’Ivoire. It belongs to the Niger-Congo language family. Direct evidence is lacking, but the language is thought to be used as a first language by adults only. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
ahn,Ahan,"Ahan is an endangered indigenous language of Nigeria. It belongs to the Niger-Congo language family. The language is used as a first language by all adults in the ethnic community, but not all young people. It is not known to be taught in schools.",Less than 10K,0%,0%,100%,0%,Still
